variable,description
v784b,Place for HIV test: government health center/post
v784c,Place for HIV test: public stand-alone VCT center
v784d,Place for HIV test: public family planning clinic
v784e,Place for HIV test: public mobile clinic
v784f,Place for HIV test: public field worker
v784g,Place for HIV test: mobile treatment center
v784h,Place for HIV test: other public
v784i,NA - Place for HIV test: CS public
v784j,NA - Place for HIV test: CS public
v784k,Place for HIV test: private hospital/clinic/doctor
v784l,Place for HIV test: VCT mobile
v784m,Place for HIV test: mobile treatment center
v784n,Place for HIV test: young care center
v784o,Place for HIV test: other private medical
v784p,NA - Place for HIV test: CS private
v784q,NA - Place for HIV test: CS private
v784r,NA - Place for HIV test: CS private
v784s,NA - Place for HIV test: CS private
v784t,NA - Place for HIV test: CS other
v784u,NA - Place for HIV test: CS other
v784v,NA - Place for HIV test: CS other
v784x,Place for HIV test: other
v785,Heard about other STIs
v820,NA - Condom used at first sex
v821a,"NA - Most recent sex partner younger, the same age or older"
v821b,"NA - 2nd to most recent sex partner younger, the same age or older"
v821c,"NA - 3rd to most recent sex partner younger, the same age or older"
v822,Wife justified asking husband to use condom if he has STI
v823,Can get HIV by witchcraft or supernatural means
v824,Drugs to avoid HIV transmission to baby during pregnancy
v825,Would buy vegetables from vendor with HIV
v826,NA - Last time tested for HIV
v826a,Months ago most recent HIV test
v827,"NA - Last HIV test: on your own, offered or required"
v828,Received result from last HIV test
v829,Place where last HIV test was taken
v830,NA - Age of first sex partner
v831,"NA - First sex partner younger, same age or older"
v832b,Time since last sex with 2nd to most recent partner
v832c,Time since last sex with 3rd to most recent partner
v833a,Used condom every time had sex with most recent partner in last 12 months
v833b,Used condom every time had sex with 2nd to most recent partner in last 12 months
v833c,Used condom every time had sex with 3rd to most recent partner in last 12 months
v834a,Age of most recent partner
v834b,Age of 2nd to most recent partner
v834c,Age of 3rd to most recent partner
v835a,NA - Alcohol consumption at last sex with most recent partner
v835b,NA - Alcohol consumption at last sex with 2nd to most recent partner
v835c,NA - Alcohol consumption at last sex with 3rd to most recent partner
v836,Total lifetime number of sex partners
v837,NA - Heard of drugs to help HIV infected people live longer
v838a,During antenatal visit talked about: HIV transmitted mother to child
v838b,During antenatal visit talked about: things to do to prevent getting HIV
v838c,During antenatal visit talked about: getting tested for HIV
v839,Offered HIV test as part of antenatal visit
v839a,Offered HIV test between the time went for delivery and before baby was born
v840,Tested for HIV as part of antenatal visit
v840a,Tested for HIV between the time went for delivery and before baby was born
v841,Got results of HIV test as part of antenatal visit
v841a,Got results of HIV test when tested before baby was born
v842,Place were HIV test was taken as part of antenatal visit
v843,Tested for HIV since antenatal visit test
v844,"NA - Knows someone denied health services for having, or suspected of having, HIV; in last 12 months"
v845,"NA - Knows someone denied social events for having, or suspected of having, HIV; in last 12 months"
v846,"NA - Knows someone verbally abused for having, or suspected of having, HIV; in last 12 months"
v847,NA - People with HIV should be ashamed of themselves
v848,NA - People with HIV should be blamed for bringing disease to community
v849,NA - Children 12-14 should be taught to wait for sex until marriage
v850a,Respondent can refuse sex
v850b,Respondent can ask partner to use a condom
v851a,NA - Young men should wait for sex until marriage
v851b,NA - Most young men wait for sex until marriage
v851c,NA - Unmarried sexually active men should only having sex with one partner
v851d,NA - Most unmarried sexually active men have only one partner
v851e,NA - Married men should only have sex with their wives
v851f,NA - Most married men only have sex with their wives
v851g,NA - Young women should wait for sex until marriage
v851h,NA - Most young women wait for sex until marriage
v851i,NA - Unmarried sexually active women should have only one partner
v851j,NA - Most unmarried sexually active women have only one partner
v851k,NA - Married women should only have sex with their husbands
v851l,NA - Most married women only have sex with their husbands
v852a,How long ago first had sex with most recent partner
v852b,How long ago first had sex with 2nd most recent partner
v852c,How long ago first had sex with 3rd most recent partner
v853a,Times in last 12 months had sex with most recent partner
v853b,Times in last 12 months had sex with 2nd most recent partner
v853c,Times in last 12 months had sex with 3rd most recent partner
v854a,Point concurrent sexual partners
v854b,Cumulative concurrent sexual partners
v855,Received counseling after tested for AIDS during antenatal care
v801,Time interview started (hhmm - 24 hour clock)
v802,Time interview ended (hhmm - 24 hour clock)
v803,Length of interview in minutes
v804,Number of visits
v805,Interviewer identification
v806,Keyer identification
v811,Presence of children < 10 for 'Wife beating justified' questions
v812,Presence of husband for 'Wife beating justified' questions
v813,Presence of other males for 'Wife beating justified' questions
v814,Presence of other females for 'Wife beating justified' questions
v815a,Presence of children < 10 during sexual activity section
v815b,Presence of male adults during sexual activity section
v815c,Presence of female adults during sexual activity section
mmidx_01,Index to Maternal Mortality
mmidx_02,Index to Maternal Mortality
mmidx_03,Index to Maternal Mortality
mmidx_04,Index to Maternal Mortality
mmidx_05,Index to Maternal Mortality
mmidx_06,Index to Maternal Mortality
mmidx_07,Index to Maternal Mortality
mmidx_08,Index to Maternal Mortality
mmidx_09,Index to Maternal Mortality
mmidx_10,Index to Maternal Mortality
mmidx_11,Index to Maternal Mortality
mmidx_12,Index to Maternal Mortality
mmidx_13,Index to Maternal Mortality
mmidx_14,Index to Maternal Mortality
mmidx_15,Index to Maternal Mortality
mmidx_16,Index to Maternal Mortality
mmidx_17,Index to Maternal Mortality
mmidx_18,Index to Maternal Mortality
mmidx_19,Index to Maternal Mortality
mmidx_20,Index to Maternal Mortality
mm1_01,Sex of sibling
mm1_02,Sex of sibling
mm1_03,Sex of sibling
mm1_04,Sex of sibling
mm1_05,Sex of sibling
mm1_06,Sex of sibling
mm1_07,Sex of sibling
mm1_08,Sex of sibling
mm1_09,Sex of sibling
mm1_10,Sex of sibling
mm1_11,Sex of sibling
mm1_12,Sex of sibling
mm1_13,Sex of sibling
mm1_14,Sex of sibling
mm1_15,Sex of sibling
mm1_16,Sex of sibling
mm1_17,Sex of sibling
mm1_18,Sex of sibling
mm1_19,Sex of sibling
mm1_20,Sex of sibling
mm2_01,Survival status of sibling
mm2_02,Survival status of sibling
mm2_03,Survival status of sibling
mm2_04,Survival status of sibling
mm2_05,Survival status of sibling
mm2_06,Survival status of sibling
mm2_07,Survival status of sibling
mm2_08,Survival status of sibling
mm2_09,Survival status of sibling
mm2_10,Survival status of sibling
mm2_11,Survival status of sibling
mm2_12,Survival status of sibling
mm2_13,Survival status of sibling
mm2_14,Survival status of sibling
mm2_15,Survival status of sibling
mm2_16,Survival status of sibling
mm2_17,Survival status of sibling
mm2_18,Survival status of sibling
mm2_19,Survival status of sibling
mm2_20,Survival status of sibling
mm3_01,Sibling's current age
mm3_02,Sibling's current age
mm3_03,Sibling's current age
mm3_04,Sibling's current age
mm3_05,Sibling's current age
mm3_06,Sibling's current age
mm3_07,Sibling's current age
mm3_08,Sibling's current age
mm3_09,Sibling's current age
mm3_10,Sibling's current age
mm3_11,Sibling's current age
mm3_12,Sibling's current age
mm3_13,Sibling's current age
mm3_14,Sibling's current age
mm3_15,Sibling's current age
mm3_16,Sibling's current age
mm3_17,Sibling's current age
mm3_18,Sibling's current age
mm3_19,Sibling's current age
mm3_20,Sibling's current age
mm4_01,Sibling's date of birth (CMC)
mm4_02,Sibling's date of birth (CMC)
mm4_03,Sibling's date of birth (CMC)
mm4_04,Sibling's date of birth (CMC)
mm4_05,Sibling's date of birth (CMC)
mm4_06,Sibling's date of birth (CMC)
mm4_07,Sibling's date of birth (CMC)
mm4_08,Sibling's date of birth (CMC)
mm4_09,Sibling's date of birth (CMC)
mm4_10,Sibling's date of birth (CMC)
mm4_11,Sibling's date of birth (CMC)
mm4_12,Sibling's date of birth (CMC)
mm4_13,Sibling's date of birth (CMC)
mm4_14,Sibling's date of birth (CMC)
mm4_15,Sibling's date of birth (CMC)
mm4_16,Sibling's date of birth (CMC)
mm4_17,Sibling's date of birth (CMC)
mm4_18,Sibling's date of birth (CMC)
mm4_19,Sibling's date of birth (CMC)
mm4_20,Sibling's date of birth (CMC)
mm5_01,NA - Sibling's marital status
mm5_02,NA - Sibling's marital status
mm5_03,NA - Sibling's marital status
mm5_04,NA - Sibling's marital status
mm5_05,NA - Sibling's marital status
mm5_06,NA - Sibling's marital status
mm5_07,NA - Sibling's marital status
mm5_08,NA - Sibling's marital status
mm5_09,NA - Sibling's marital status
mm5_10,NA - Sibling's marital status
mm5_11,NA - Sibling's marital status
mm5_12,NA - Sibling's marital status
mm5_13,NA - Sibling's marital status
mm5_14,NA - Sibling's marital status
mm5_15,NA - Sibling's marital status
mm5_16,NA - Sibling's marital status
mm5_17,NA - Sibling's marital status
mm5_18,NA - Sibling's marital status
mm5_19,NA - Sibling's marital status
mm5_20,NA - Sibling's marital status
mm6_01,Years since sibling died
mm6_02,Years since sibling died
mm6_03,Years since sibling died
mm6_04,Years since sibling died
mm6_05,Years since sibling died
mm6_06,Years since sibling died
mm6_07,Years since sibling died
mm6_08,Years since sibling died
mm6_09,Years since sibling died
mm6_10,Years since sibling died
mm6_11,Years since sibling died
mm6_12,Years since sibling died
mm6_13,Years since sibling died
mm6_14,Years since sibling died
mm6_15,Years since sibling died
mm6_16,Years since sibling died
mm6_17,Years since sibling died
mm6_18,Years since sibling died
mm6_19,Years since sibling died
mm6_20,Years since sibling died
mm7_01,Sibling's age at death
mm7_02,Sibling's age at death
mm7_03,Sibling's age at death
mm7_04,Sibling's age at death
mm7_05,Sibling's age at death
mm7_06,Sibling's age at death
mm7_07,Sibling's age at death
mm7_08,Sibling's age at death
mm7_09,Sibling's age at death
mm7_10,Sibling's age at death
mm7_11,Sibling's age at death
mm7_12,Sibling's age at death
mm7_13,Sibling's age at death
mm7_14,Sibling's age at death
mm7_15,Sibling's age at death
mm7_16,Sibling's age at death
mm7_17,Sibling's age at death
mm7_18,Sibling's age at death
mm7_19,Sibling's age at death
mm7_20,Sibling's age at death
mm8_01,Date of death of sibling (CMC)
mm8_02,Date of death of sibling (CMC)
mm8_03,Date of death of sibling (CMC)
mm8_04,Date of death of sibling (CMC)
mm8_05,Date of death of sibling (CMC)
mm8_06,Date of death of sibling (CMC)
mm8_07,Date of death of sibling (CMC)
mm8_08,Date of death of sibling (CMC)
mm8_09,Date of death of sibling (CMC)
mm8_10,Date of death of sibling (CMC)
mm8_11,Date of death of sibling (CMC)
mm8_12,Date of death of sibling (CMC)
mm8_13,Date of death of sibling (CMC)
mm8_14,Date of death of sibling (CMC)
mm8_15,Date of death of sibling (CMC)
mm8_16,Date of death of sibling (CMC)
mm8_17,Date of death of sibling (CMC)
mm8_18,Date of death of sibling (CMC)
mm8_19,Date of death of sibling (CMC)
mm8_20,Date of death of sibling (CMC)
mm9_01,Sibling's death and pregnancy
mm9_02,Sibling's death and pregnancy
mm9_03,Sibling's death and pregnancy
mm9_04,Sibling's death and pregnancy
mm9_05,Sibling's death and pregnancy
mm9_06,Sibling's death and pregnancy
mm9_07,Sibling's death and pregnancy
mm9_08,Sibling's death and pregnancy
mm9_09,Sibling's death and pregnancy
mm9_10,Sibling's death and pregnancy
mm9_11,Sibling's death and pregnancy
mm9_12,Sibling's death and pregnancy
mm9_13,Sibling's death and pregnancy
mm9_14,Sibling's death and pregnancy
mm9_15,Sibling's death and pregnancy
mm9_16,Sibling's death and pregnancy
mm9_17,Sibling's death and pregnancy
mm9_18,Sibling's death and pregnancy
mm9_19,Sibling's death and pregnancy
mm9_20,Sibling's death and pregnancy
mm10_01,NA - Death and a pregnancy are related
mm10_02,NA - Death and a pregnancy are related
mm10_03,NA - Death and a pregnancy are related
mm10_04,NA - Death and a pregnancy are related
mm10_05,NA - Death and a pregnancy are related
mm10_06,NA - Death and a pregnancy are related
mm10_07,NA - Death and a pregnancy are related
mm10_08,NA - Death and a pregnancy are related
mm10_09,NA - Death and a pregnancy are related
mm10_10,NA - Death and a pregnancy are related
mm10_11,NA - Death and a pregnancy are related
mm10_12,NA - Death and a pregnancy are related
mm10_13,NA - Death and a pregnancy are related
mm10_14,NA - Death and a pregnancy are related
mm10_15,NA - Death and a pregnancy are related
mm10_16,NA - Death and a pregnancy are related
mm10_17,NA - Death and a pregnancy are related
mm10_18,NA - Death and a pregnancy are related
mm10_19,NA - Death and a pregnancy are related
mm10_20,NA - Death and a pregnancy are related
mm11_01,NA - Cause of death sibling
mm11_02,NA - Cause of death sibling
mm11_03,NA - Cause of death sibling
mm11_04,NA - Cause of death sibling
mm11_05,NA - Cause of death sibling
mm11_06,NA - Cause of death sibling
mm11_07,NA - Cause of death sibling
mm11_08,NA - Cause of death sibling
mm11_09,NA - Cause of death sibling
mm11_10,NA - Cause of death sibling
mm11_11,NA - Cause of death sibling
mm11_12,NA - Cause of death sibling
mm11_13,NA - Cause of death sibling
mm11_14,NA - Cause of death sibling
mm11_15,NA - Cause of death sibling
mm11_16,NA - Cause of death sibling
mm11_17,NA - Cause of death sibling
mm11_18,NA - Cause of death sibling
mm11_19,NA - Cause of death sibling
mm11_20,NA - Cause of death sibling
mm12_01,NA - Amount of time between sibling's delivery and death
mm12_02,NA - Amount of time between sibling's delivery and death
mm12_03,NA - Amount of time between sibling's delivery and death
mm12_04,NA - Amount of time between sibling's delivery and death
mm12_05,NA - Amount of time between sibling's delivery and death
mm12_06,NA - Amount of time between sibling's delivery and death
mm12_07,NA - Amount of time between sibling's delivery and death
mm12_08,NA - Amount of time between sibling's delivery and death
mm12_09,NA - Amount of time between sibling's delivery and death
mm12_10,NA - Amount of time between sibling's delivery and death
mm12_11,NA - Amount of time between sibling's delivery and death
mm12_12,NA - Amount of time between sibling's delivery and death
mm12_13,NA - Amount of time between sibling's delivery and death
mm12_14,NA - Amount of time between sibling's delivery and death
mm12_15,NA - Amount of time between sibling's delivery and death
mm12_16,NA - Amount of time between sibling's delivery and death
mm12_17,NA - Amount of time between sibling's delivery and death
mm12_18,NA - Amount of time between sibling's delivery and death
mm12_19,NA - Amount of time between sibling's delivery and death
mm12_20,NA - Amount of time between sibling's delivery and death
mm13_01,NA - Place of sibling's death
mm13_02,NA - Place of sibling's death
mm13_03,NA - Place of sibling's death
mm13_04,NA - Place of sibling's death
mm13_05,NA - Place of sibling's death
mm13_06,NA - Place of sibling's death
mm13_07,NA - Place of sibling's death
mm13_08,NA - Place of sibling's death
mm13_09,NA - Place of sibling's death
mm13_10,NA - Place of sibling's death
mm13_11,NA - Place of sibling's death
mm13_12,NA - Place of sibling's death
mm13_13,NA - Place of sibling's death
mm13_14,NA - Place of sibling's death
mm13_15,NA - Place of sibling's death
mm13_16,NA - Place of sibling's death
mm13_17,NA - Place of sibling's death
mm13_18,NA - Place of sibling's death
mm13_19,NA - Place of sibling's death
mm13_20,NA - Place of sibling's death
mm14_01,Number of sibling's children
mm14_02,Number of sibling's children
mm14_03,Number of sibling's children
mm14_04,Number of sibling's children
mm14_05,Number of sibling's children
mm14_06,Number of sibling's children
mm14_07,Number of sibling's children
mm14_08,Number of sibling's children
mm14_09,Number of sibling's children
mm14_10,Number of sibling's children
mm14_11,Number of sibling's children
mm14_12,Number of sibling's children
mm14_13,Number of sibling's children
mm14_14,Number of sibling's children
mm14_15,Number of sibling's children
mm14_16,Number of sibling's children
mm14_17,Number of sibling's children
mm14_18,Number of sibling's children
mm14_19,Number of sibling's children
mm14_20,Number of sibling's children
mm15_01,NA - Sibling's year of death
mm15_02,NA - Sibling's year of death
mm15_03,NA - Sibling's year of death
mm15_04,NA - Sibling's year of death
mm15_05,NA - Sibling's year of death
mm15_06,NA - Sibling's year of death
mm15_07,NA - Sibling's year of death
mm15_08,NA - Sibling's year of death
mm15_09,NA - Sibling's year of death
mm15_10,NA - Sibling's year of death
mm15_11,NA - Sibling's year of death
mm15_12,NA - Sibling's year of death
mm15_13,NA - Sibling's year of death
mm15_14,NA - Sibling's year of death
mm15_15,NA - Sibling's year of death
mm15_16,NA - Sibling's year of death
mm15_17,NA - Sibling's year of death
mm15_18,NA - Sibling's year of death
mm15_19,NA - Sibling's year of death
mm15_20,NA - Sibling's year of death
mmc1,Number of siblings of respondent
mmc2,Number of siblings born before respondent's birth
mmc3,NA - Sister's reporting***
mmc4_1,NA - Sister's line number from Household Schedule***
mmc4_2,NA - Sister's line number from Household Schedule***
mmc4_3,NA - Sister's line number from Household Schedule***
mmc4_4,NA - Sister's line number from Household Schedule***
mmc4_5,NA - Sister's line number from Household Schedule***
mmc4_6,NA - Sister's line number from Household Schedule***
mmc5,Cut off age for Maternal Mortality collection (in questionnaire)
idxml_1,Index to Birth History
idxml_2,Index to Birth History
idxml_3,Index to Birth History
idxml_4,Index to Birth History
idxml_5,Index to Birth History
idxml_6,Index to Birth History
ml0_1,Type of mosquito bed net(s) child slept under last night
ml0_2,Type of mosquito bed net(s) child slept under last night
ml0_3,Type of mosquito bed net(s) child slept under last night
ml0_4,Type of mosquito bed net(s) child slept under last night
ml0_5,Type of mosquito bed net(s) child slept under last night
ml0_6,Type of mosquito bed net(s) child slept under last night
ml1_1,Number of times took fansidar during pregnancy
ml1_2,Number of times took fansidar during pregnancy
ml1_3,Number of times took fansidar during pregnancy
ml1_4,Number of times took fansidar during pregnancy
ml1_5,Number of times took fansidar during pregnancy
ml1_6,Number of times took fansidar during pregnancy
ml2_1,Source of antimalarial during pregnancy
ml2_2,Source of antimalarial during pregnancy
ml2_3,Source of antimalarial during pregnancy
ml2_4,Source of antimalarial during pregnancy
ml2_5,Source of antimalarial during pregnancy
ml2_6,Source of antimalarial during pregnancy
ml11_1,NA - Child has fever/cough now
ml11_2,NA - Child has fever/cough now
ml11_3,NA - Child has fever/cough now
ml11_4,NA - Child has fever/cough now
ml11_5,NA - Child has fever/cough now
ml11_6,NA - Child has fever/cough now
ml12_1,NA - Child has had convulsions in last 2 weeks
ml12_2,NA - Child has had convulsions in last 2 weeks
ml12_3,NA - Child has had convulsions in last 2 weeks
ml12_4,NA - Child has had convulsions in last 2 weeks
ml12_5,NA - Child has had convulsions in last 2 weeks
ml12_6,NA - Child has had convulsions in last 2 weeks
ml13a_1,Fansidar taken for fever/cough
ml13a_2,Fansidar taken for fever/cough
ml13a_3,Fansidar taken for fever/cough
ml13a_4,Fansidar taken for fever/cough
ml13a_5,Fansidar taken for fever/cough
ml13a_6,Fansidar taken for fever/cough
ml13b_1,Chloroquine taken for fever/cough
ml13b_2,Chloroquine taken for fever/cough
ml13b_3,Chloroquine taken for fever/cough
ml13b_4,Chloroquine taken for fever/cough
ml13b_5,Chloroquine taken for fever/cough
ml13b_6,Chloroquine taken for fever/cough
ml13c_1,Amodiaquine taken for fever/cough
ml13c_2,Amodiaquine taken for fever/cough
ml13c_3,Amodiaquine taken for fever/cough
ml13c_4,Amodiaquine taken for fever/cough
ml13c_5,Amodiaquine taken for fever/cough
ml13c_6,Amodiaquine taken for fever/cough
ml13d_1,Quinine taken for fever/cough
ml13d_2,Quinine taken for fever/cough
ml13d_3,Quinine taken for fever/cough
ml13d_4,Quinine taken for fever/cough
ml13d_5,Quinine taken for fever/cough
ml13d_6,Quinine taken for fever/cough
ml13e_1,Combination with artemisinin taken for fever/cough
ml13e_2,Combination with artemisinin taken for fever/cough
ml13e_3,Combination with artemisinin taken for fever/cough
ml13e_4,Combination with artemisinin taken for fever/cough
ml13e_5,Combination with artemisinin taken for fever/cough
ml13e_6,Combination with artemisinin taken for fever/cough
ml13f_1,Other CTA/antimalarial taken for fever/cough
ml13f_2,Other CTA/antimalarial taken for fever/cough
ml13f_3,Other CTA/antimalarial taken for fever/cough
ml13f_4,Other CTA/antimalarial taken for fever/cough
ml13f_5,Other CTA/antimalarial taken for fever/cough
ml13f_6,Other CTA/antimalarial taken for fever/cough
ml13g_1,NA - CS antimalarial taken for fever/cough
ml13g_2,NA - CS antimalarial taken for fever/cough
ml13g_3,NA - CS antimalarial taken for fever/cough
ml13g_4,NA - CS antimalarial taken for fever/cough
ml13g_5,NA - CS antimalarial taken for fever/cough
ml13g_6,NA - CS antimalarial taken for fever/cough
ml13h_1,Other antimalarial taken for fever/cough
ml13h_2,Other antimalarial taken for fever/cough
ml13h_3,Other antimalarial taken for fever/cough
ml13h_4,Other antimalarial taken for fever/cough
ml13h_5,Other antimalarial taken for fever/cough
ml13h_6,Other antimalarial taken for fever/cough
ml13i_1,Antibiotic pill/syrup taken for fever/cough
ml13i_2,Antibiotic pill/syrup taken for fever/cough
ml13i_3,Antibiotic pill/syrup taken for fever/cough
ml13i_4,Antibiotic pill/syrup taken for fever/cough
ml13i_5,Antibiotic pill/syrup taken for fever/cough
ml13i_6,Antibiotic pill/syrup taken for fever/cough
ml13j_1,Antibiotic injection taken for fever/cough
ml13j_2,Antibiotic injection taken for fever/cough
ml13j_3,Antibiotic injection taken for fever/cough
ml13j_4,Antibiotic injection taken for fever/cough
ml13j_5,Antibiotic injection taken for fever/cough
ml13j_6,Antibiotic injection taken for fever/cough
ml13k_1,Aspirin taken for fever/cough
ml13k_2,Aspirin taken for fever/cough
ml13k_3,Aspirin taken for fever/cough
ml13k_4,Aspirin taken for fever/cough
ml13k_5,Aspirin taken for fever/cough
ml13k_6,Aspirin taken for fever/cough
ml13l_1,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_2,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_3,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_4,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_5,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13l_6,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
ml13m_1,NA - Ibuprofen taken for fever/cough
ml13m_2,NA - Ibuprofen taken for fever/cough
ml13m_3,NA - Ibuprofen taken for fever/cough
ml13m_4,NA - Ibuprofen taken for fever/cough
ml13m_5,NA - Ibuprofen taken for fever/cough
ml13m_6,NA - Ibuprofen taken for fever/cough
ml13n_1,Paracetamol taken for fever/cough
ml13n_2,Paracetamol taken for fever/cough
ml13n_3,Paracetamol taken for fever/cough
ml13n_4,Paracetamol taken for fever/cough
ml13n_5,Paracetamol taken for fever/cough
ml13n_6,Paracetamol taken for fever/cough
ml13o_1,NA - CS other taken for fever/cough
ml13o_2,NA - CS other taken for fever/cough
ml13o_3,NA - CS other taken for fever/cough
ml13o_4,NA - CS other taken for fever/cough
ml13o_5,NA - CS other taken for fever/cough
ml13o_6,NA - CS other taken for fever/cough
ml13p_1,NA - CS other taken for fever/cough
ml13p_2,NA - CS other taken for fever/cough
ml13p_3,NA - CS other taken for fever/cough
ml13p_4,NA - CS other taken for fever/cough
ml13p_5,NA - CS other taken for fever/cough
ml13p_6,NA - CS other taken for fever/cough
ml13x_1,Other taken for fever/cough
ml13x_2,Other taken for fever/cough
ml13x_3,Other taken for fever/cough
ml13x_4,Other taken for fever/cough
ml13x_5,Other taken for fever/cough
ml13x_6,Other taken for fever/cough
ml13y_1,Nothing taken for fever/cough
ml13y_2,Nothing taken for fever/cough
ml13y_3,Nothing taken for fever/cough
ml13y_4,Nothing taken for fever/cough
ml13y_5,Nothing taken for fever/cough
ml13y_6,Nothing taken for fever/cough
ml13z_1,Don't know if or what was taken for fever/cough
ml13z_2,Don't know if or what was taken for fever/cough
ml13z_3,Don't know if or what was taken for fever/cough
ml13z_4,Don't know if or what was taken for fever/cough
ml13z_5,Don't know if or what was taken for fever/cough
ml13z_6,Don't know if or what was taken for fever/cough
ml14a_1,NA - Injection given for fever/convulsion***
ml14a_2,NA - Injection given for fever/convulsion***
ml14a_3,NA - Injection given for fever/convulsion***
ml14a_4,NA - Injection given for fever/convulsion***
ml14a_5,NA - Injection given for fever/convulsion***
ml14a_6,NA - Injection given for fever/convulsion***
ml14b_1,NA - Suppository given for fever/convulsion***
ml14b_2,NA - Suppository given for fever/convulsion***
ml14b_3,NA - Suppository given for fever/convulsion***
ml14b_4,NA - Suppository given for fever/convulsion***
ml14b_5,NA - Suppository given for fever/convulsion***
ml14b_6,NA - Suppository given for fever/convulsion***
ml14y_1,NA - No suppository or injection given for fever/convulsion***
ml14y_2,NA - No suppository or injection given for fever/convulsion***
ml14y_3,NA - No suppository or injection given for fever/convulsion***
ml14y_4,NA - No suppository or injection given for fever/convulsion***
ml14y_5,NA - No suppository or injection given for fever/convulsion***
ml14y_6,NA - No suppository or injection given for fever/convulsion***
ml14z_1,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_2,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_3,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_4,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_5,NA - Don't know if suppository or injection given for fever/convulsion***
ml14z_6,NA - Don't know if suppository or injection given for fever/convulsion***
ml15a_1,Timing of start of fansidar
ml15a_2,Timing of start of fansidar
ml15a_3,Timing of start of fansidar
ml15a_4,Timing of start of fansidar
ml15a_5,Timing of start of fansidar
ml15a_6,Timing of start of fansidar
ml15b_1,NA - Number of days child took fansidar
ml15b_2,NA - Number of days child took fansidar
ml15b_3,NA - Number of days child took fansidar
ml15b_4,NA - Number of days child took fansidar
ml15b_5,NA - Number of days child took fansidar
ml15b_6,NA - Number of days child took fansidar
ml15c_1,NA - First source for fansidar
ml15c_2,NA - First source for fansidar
ml15c_3,NA - First source for fansidar
ml15c_4,NA - First source for fansidar
ml15c_5,NA - First source for fansidar
ml15c_6,NA - First source for fansidar
ml16a_1,Timing of start of chloroquine
ml16a_2,Timing of start of chloroquine
ml16a_3,Timing of start of chloroquine
ml16a_4,Timing of start of chloroquine
ml16a_5,Timing of start of chloroquine
ml16a_6,Timing of start of chloroquine
ml16b_1,NA - Number of days child took chloroquine
ml16b_2,NA - Number of days child took chloroquine
ml16b_3,NA - Number of days child took chloroquine
ml16b_4,NA - Number of days child took chloroquine
ml16b_5,NA - Number of days child took chloroquine
ml16b_6,NA - Number of days child took chloroquine
ml16c_1,NA - First source for chloroquine
ml16c_2,NA - First source for chloroquine
ml16c_3,NA - First source for chloroquine
ml16c_4,NA - First source for chloroquine
ml16c_5,NA - First source for chloroquine
ml16c_6,NA - First source for chloroquine
ml17a_1,Timing of start of amodiaquine
ml17a_2,Timing of start of amodiaquine
ml17a_3,Timing of start of amodiaquine
ml17a_4,Timing of start of amodiaquine
ml17a_5,Timing of start of amodiaquine
ml17a_6,Timing of start of amodiaquine
ml17b_1,NA - Number of days child took amodiaquine
ml17b_2,NA - Number of days child took amodiaquine
ml17b_3,NA - Number of days child took amodiaquine
ml17b_4,NA - Number of days child took amodiaquine
ml17b_5,NA - Number of days child took amodiaquine
ml17b_6,NA - Number of days child took amodiaquine
ml17c_1,NA - First source for amodiaquine
ml17c_2,NA - First source for amodiaquine
ml17c_3,NA - First source for amodiaquine
ml17c_4,NA - First source for amodiaquine
ml17c_5,NA - First source for amodiaquine
ml17c_6,NA - First source for amodiaquine
ml18a_1,Timing of start of quinine
ml18a_2,Timing of start of quinine
ml18a_3,Timing of start of quinine
ml18a_4,Timing of start of quinine
ml18a_5,Timing of start of quinine
ml18a_6,Timing of start of quinine
ml18b_1,NA - Number of days child took quinine
ml18b_2,NA - Number of days child took quinine
ml18b_3,NA - Number of days child took quinine
ml18b_4,NA - Number of days child took quinine
ml18b_5,NA - Number of days child took quinine
ml18b_6,NA - Number of days child took quinine
ml18c_1,NA - First source for quinine
ml18c_2,NA - First source for quinine
ml18c_3,NA - First source for quinine
ml18c_4,NA - First source for quinine
ml18c_5,NA - First source for quinine
ml18c_6,NA - First source for quinine
ml19a_1,NA - For fever/convulsion: consulted traditional healer***
ml19a_2,NA - For fever/convulsion: consulted traditional healer***
ml19a_3,NA - For fever/convulsion: consulted traditional healer***
ml19a_4,NA - For fever/convulsion: consulted traditional healer***
ml19a_5,NA - For fever/convulsion: consulted traditional healer***
ml19a_6,NA - For fever/convulsion: consulted traditional healer***
ml19b_1,NA - For fever/convulsion: gave tepid sponging***
ml19b_2,NA - For fever/convulsion: gave tepid sponging***
ml19b_3,NA - For fever/convulsion: gave tepid sponging***
ml19b_4,NA - For fever/convulsion: gave tepid sponging***
ml19b_5,NA - For fever/convulsion: gave tepid sponging***
