variable,description
hv140_02,Member has a birth certificate
hv140_03,Member has a birth certificate
hv140_04,Member has a birth certificate
hv140_05,Member has a birth certificate
hv140_06,Member has a birth certificate
hv140_07,Member has a birth certificate
hv140_08,Member has a birth certificate
hv140_09,Member has a birth certificate
hv140_10,Member has a birth certificate
hv140_11,Member has a birth certificate
hv140_12,Member has a birth certificate
hv140_13,Member has a birth certificate
hv140_14,Member has a birth certificate
hv140_15,Member has a birth certificate
hv140_16,Member has a birth certificate
hv140_17,Member has a birth certificate
hv140_18,Member has a birth certificate
hv140_19,Member has a birth certificate
hv140_20,Member has a birth certificate
hv140_21,Member has a birth certificate
hv140_22,Member has a birth certificate
hv140_23,Member has a birth certificate
hv140_24,Member has a birth certificate
idxh4_01,Index to Household Schedule
idxh4_02,Index to Household Schedule
idxh4_03,Index to Household Schedule
idxh4_04,Index to Household Schedule
idxh4_05,Index to Household Schedule
idxh4_06,Index to Household Schedule
idxh4_07,Index to Household Schedule
idxh4_08,Index to Household Schedule
idxh4_09,Index to Household Schedule
idxh4_10,Index to Household Schedule
idxh4_11,Index to Household Schedule
idxh4_12,Index to Household Schedule
idxh4_13,Index to Household Schedule
idxh4_14,Index to Household Schedule
idxh4_15,Index to Household Schedule
idxh4_16,Index to Household Schedule
idxh4_17,Index to Household Schedule
idxh4_18,Index to Household Schedule
idxh4_19,Index to Household Schedule
idxh4_20,Index to Household Schedule
idxh4_21,Index to Household Schedule
idxh4_22,Index to Household Schedule
idxh4_23,Index to Household Schedule
idxh4_24,Index to Household Schedule
sh21_01,In last six month addmitted and stayed overnight in health facility
sh21_02,In last six month addmitted and stayed overnight in health facility
sh21_03,In last six month addmitted and stayed overnight in health facility
sh21_04,In last six month addmitted and stayed overnight in health facility
sh21_05,In last six month addmitted and stayed overnight in health facility
sh21_06,In last six month addmitted and stayed overnight in health facility
sh21_07,In last six month addmitted and stayed overnight in health facility
sh21_08,In last six month addmitted and stayed overnight in health facility
sh21_09,In last six month addmitted and stayed overnight in health facility
sh21_10,In last six month addmitted and stayed overnight in health facility
sh21_11,In last six month addmitted and stayed overnight in health facility
sh21_12,In last six month addmitted and stayed overnight in health facility
sh21_13,In last six month addmitted and stayed overnight in health facility
sh21_14,In last six month addmitted and stayed overnight in health facility
sh21_15,In last six month addmitted and stayed overnight in health facility
sh21_16,In last six month addmitted and stayed overnight in health facility
sh21_17,In last six month addmitted and stayed overnight in health facility
sh21_18,In last six month addmitted and stayed overnight in health facility
sh21_19,In last six month addmitted and stayed overnight in health facility
sh21_20,In last six month addmitted and stayed overnight in health facility
sh21_21,In last six month addmitted and stayed overnight in health facility
sh21_22,In last six month addmitted and stayed overnight in health facility
sh21_23,In last six month addmitted and stayed overnight in health facility
sh21_24,In last six month addmitted and stayed overnight in health facility
sh22_01,Eligible for in-patient module
sh22_02,Eligible for in-patient module
sh22_03,Eligible for in-patient module
sh22_04,Eligible for in-patient module
sh22_05,Eligible for in-patient module
sh22_06,Eligible for in-patient module
sh22_07,Eligible for in-patient module
sh22_08,Eligible for in-patient module
sh22_09,Eligible for in-patient module
sh22_10,Eligible for in-patient module
sh22_11,Eligible for in-patient module
sh22_12,Eligible for in-patient module
sh22_13,Eligible for in-patient module
sh22_14,Eligible for in-patient module
sh22_15,Eligible for in-patient module
sh22_16,Eligible for in-patient module
sh22_17,Eligible for in-patient module
sh22_18,Eligible for in-patient module
sh22_19,Eligible for in-patient module
sh22_20,Eligible for in-patient module
sh22_21,Eligible for in-patient module
sh22_22,Eligible for in-patient module
sh22_23,Eligible for in-patient module
sh22_24,Eligible for in-patient module
sh23_01,In last 4 weeks received care without staying overnight
sh23_02,In last 4 weeks received care without staying overnight
sh23_03,In last 4 weeks received care without staying overnight
sh23_04,In last 4 weeks received care without staying overnight
sh23_05,In last 4 weeks received care without staying overnight
sh23_06,In last 4 weeks received care without staying overnight
sh23_07,In last 4 weeks received care without staying overnight
sh23_08,In last 4 weeks received care without staying overnight
sh23_09,In last 4 weeks received care without staying overnight
sh23_10,In last 4 weeks received care without staying overnight
sh23_11,In last 4 weeks received care without staying overnight
sh23_12,In last 4 weeks received care without staying overnight
sh23_13,In last 4 weeks received care without staying overnight
sh23_14,In last 4 weeks received care without staying overnight
sh23_15,In last 4 weeks received care without staying overnight
sh23_16,In last 4 weeks received care without staying overnight
sh23_17,In last 4 weeks received care without staying overnight
sh23_18,In last 4 weeks received care without staying overnight
sh23_19,In last 4 weeks received care without staying overnight
sh23_20,In last 4 weeks received care without staying overnight
sh23_21,In last 4 weeks received care without staying overnight
sh23_22,In last 4 weeks received care without staying overnight
sh23_23,In last 4 weeks received care without staying overnight
sh23_24,In last 4 weeks received care without staying overnight
sh24_01,Eligible for out-patient module
sh24_02,Eligible for out-patient module
sh24_03,Eligible for out-patient module
sh24_04,Eligible for out-patient module
sh24_05,Eligible for out-patient module
sh24_06,Eligible for out-patient module
sh24_07,Eligible for out-patient module
sh24_08,Eligible for out-patient module
sh24_09,Eligible for out-patient module
sh24_10,Eligible for out-patient module
sh24_11,Eligible for out-patient module
sh24_12,Eligible for out-patient module
sh24_13,Eligible for out-patient module
sh24_14,Eligible for out-patient module
sh24_15,Eligible for out-patient module
sh24_16,Eligible for out-patient module
sh24_17,Eligible for out-patient module
sh24_18,Eligible for out-patient module
sh24_19,Eligible for out-patient module
sh24_20,Eligible for out-patient module
sh24_21,Eligible for out-patient module
sh24_22,Eligible for out-patient module
sh24_23,Eligible for out-patient module
sh24_24,Eligible for out-patient module
sh276_01,Child line number in the Household
sh276_02,Child line number in the Household
sh276_03,Child line number in the Household
sh276_04,Child line number in the Household
sh276_05,Child line number in the Household
sh276_06,Child line number in the Household
sh276_07,Child line number in the Household
sh276_08,Child line number in the Household
sh276_09,Child line number in the Household
sh276_10,Child line number in the Household
sh276_11,Child line number in the Household
sh276_12,Child line number in the Household
sh276_13,Child line number in the Household
sh276_14,Child line number in the Household
sh276_15,Child line number in the Household
